event_id,imsi,partner_mcc_mnc,partner_name,timestamp,service_group,usage_volume,uom,sdr_rate,switch_id,tap_file_id,utc_offset,charge_sdr
743325ce-22d5-40e4-bf72-61eb25ed647a,51011178623,454-00,CSL,2025-01-04 00:07:00,Data,473.063119520603,MB,0.05,MSC-JKT-2,TAP3_ID_20250104_45400,+0700,23.65315597603015
c6e3a082-ca70-45b9-961a-fa496a249d53,51011584137,454-00,CSL,2025-01-01 20:38:00,Voice,72.0,SEC,0.15,MSC-JKT-1,TAP3_ID_20250101_45400,+0700,10.799999999999999
4c624ce9-d587-45ed-9881-c42bb46c6f1a,51011582604,454-00,CSL,2025-01-17 01:23:00,SMS,1.0,MSG,0.05,MSC-JKT-3,TAP3_ID_20250117_45400,+0700,0.05
67879d0b-c0cf-403e-94d2-e4b9160c0804,51011633676,204-04,Vodafone,2025-01-03 01:51:00,Voice,222.0,SEC,0.15,MSC-JKT-4,TAP3_ID_20250103_20404,+0700,33.3
510d5291-5612-43ab-9116-46311b3aa2e8,51011612438,502-12,Maxis,2025-01-28 02:47:00,Data,167.90763208135655,MB,0.05,MSC-JKT-1,TAP3_ID_20250128_50212,+0700,8.395381604067827
32abe051-c9e5-43f0-a12d-12146709157b,51011100801,525-01,Singtel,2025-01-25 02:08:00,Data,400.0963089310361,MB,0.05,MSC-JKT-3,TAP3_ID_20250125_52501,+0700,20.004815446551806
4471d3b0-990e-45e1-a9bc-a3eedee579ae,51011474226,502-12,Maxis,2025-01-18 16:11:00,Data,453.69934433995223,MB,0.05,MSC-JKT-4,TAP3_ID_20250118_50212,+0700,22.684967216997613
c9b02c09-b6c3-415a-8a0d-a4b86767bc98,51011766627,204-04,Vodafone,2025-01-29 15:16:00,Data,272.4460625295216,MB,0.05,MSC-JKT-2,TAP3_ID_20250129_20404,+0700,13.622303126476082
501f0342-d69a-4b85-a265-b4b5ddbddfea,51011750660,310-410,AT&T,2025-01-24 10:16:00,Voice,3.0,SEC,0.15,MSC-JKT-2,TAP3_ID_20250124_310410,+0700,0.44999999999999996
a8ba4d9c-da36-4964-acab-b4ca67cf8dde,51011429586,204-04,Vodafone,2025-01-29 05:00:00,Voice,385.0,SEC,0.15,MSC-JKT-4,TAP3_ID_20250129_20404,+0700,57.75
a753ad43-b4ee-4403-aff9-9afb2a5e6964,51011890388,454-00,CSL,2025-01-08 14:09:00,Voice,176.0,SEC,0.15,MSC-JKT-2,TAP3_ID_20250108_45400,+0700,26.4
d9703f9b-f32a-46e2-9aa9-96e9167663bb,51011565448,454-00,CSL,2025-01-25 04:40:00,Voice,320.0,SEC,0.15,MSC-JKT-3,TAP3_ID_20250125_45400,+0700,48.0
45b21a6c-6d63-4ef6-9fd3-6c05935b8af3,51011494655,204-04,Vodafone,2025-01-22 06:16:00,Data,279.16005196480256,MB,0.05,MSC-JKT-3,TAP3_ID_20250122_20404,+0700,13.958002598240128
f5a00e41-d3eb-41f1-a5b9-7fd3faa509a3,51011669385,502-12,Maxis,2025-01-30 08:18:00,Data,323.333982172855,MB,0.05,MSC-JKT-4,TAP3_ID_20250130_50212,+0700,16.16669910864275
9c01b6e2-0e63-4b89-9fe0-7933bd970b4a,51011933410,525-01,Singtel,2025-01-04 21:37:00,Data,330.97300618354114,MB,0.05,MSC-JKT-1,TAP3_ID_20250104_52501,+0700,16.54865030917706
aa04dade-8415-4de6-b1af-e2c74337588e,51011886166,310-410,AT&T,2025-01-10 15:06:00,SMS,1.0,MSG,0.05,MSC-JKT-1,TAP3_ID_20250110_310410,+0700,0.05
abf0f438-510e-424d-b585-d3074eb09b3d,51011776355,502-12,Maxis,2025-01-10 21:58:00,Data,50.1116378865626,MB,0.05,MSC-JKT-1,TAP3_ID_20250110_50212,+0700,2.50558189432813
fa129f64-70a0-4cf8-a747-edb13ac5ec02,51011162699,204-04,Vodafone,2025-01-17 12:00:00,Voice,79.0,SEC,0.15,MSC-JKT-2,TAP3_ID_20250117_20404,+0700,11.85
6b319664-8e12-4ddb-8c9f-da99b052b21a,51011557828,454-00,CSL,2025-01-22 10:14:00,SMS,1.0,MSG,0.05,MSC-JKT-4,TAP3_ID_20250122_45400,+0700,0.05
6a6c84a3-faca-42b8-a70c-2bce77f81b7e,51011688041,310-410,AT&T,2025-01-29 05:14:00,Data,181.8208772388964,MB,0.05,MSC-JKT-2,TAP3_ID_20250129_310410,+0700,9.09104386194482
0383b72d-76ca-4655-8a2c-0c92f4bdd0bf,51011122838,310-410,AT&T,2025-01-09 13:54:00,Data,33.692065619111645,MB,0.05,MSC-JKT-1,TAP3_ID_20250109_310410,+0700,1.6846032809555824
52a3b98a-812e-4ebf-b664-ac86643a6a89,51011719961,454-00,CSL,2025-01-02 22:29:00,Data,290.27945585766565,MB,0.05,MSC-JKT-4,TAP3_ID_20250102_45400,+0700,14.513972792883283
32445de1-7fea-4584-a12a-0d1ccf9567aa,51011960927,310-410,AT&T,2025-01-29 08:03:00,Data,349.0654661470605,MB,0.05,MSC-JKT-2,TAP3_ID_20250129_310410,+0700,17.453273307353026
16b29b44-a84c-4e8d-b59d-511bac3998a0,51011762213,502-12,Maxis,2025-01-10 07:20:00,Data,89.9105172218393,MB,0.05,MSC-JKT-2,TAP3_ID_20250110_50212,+0700,4.4955258610919655
6a2e8a97-2c3d-443e-8637-72e93845ecd7,51011237244,502-12,Maxis,2025-01-24 08:40:00,Data,218.8578017152904,MB,0.05,MSC-JKT-1,TAP3_ID_20250124_50212,+0700,10.942890085764521
fdd254ae-2263-4bcf-b16d-c14d2abfe587,51011123525,525-01,Singtel,2025-01-18 19:57:00,Voice,313.0,SEC,0.15,MSC-JKT-1,TAP3_ID_20250118_52501,+0700,46.949999999999996
94fd6e66-bf67-46df-868a-7e291aeb4078,51011803526,204-04,Vodafone,2025-01-09 17:48:00,SMS,1.0,MSG,0.05,MSC-JKT-1,TAP3_ID_20250109_20404,+0700,0.05
cc93c52b-36da-4e64-be5d-e7ec0031a497,51011818960,502-12,Maxis,2025-01-27 21:43:00,Data,498.4249572122918,MB,0.05,MSC-JKT-2,TAP3_ID_20250127_50212,+0700,24.921247860614592
832b2ff8-40a3-49db-a66d-dd3b33e26a09,51011729974,502-12,Maxis,2025-01-07 13:57:00,Data,467.37148475260165,MB,0.05,MSC-JKT-1,TAP3_ID_20250107_50212,+0700,23.368574237630085
1c7dd392-d775-4708-b2a4-b6ff98b1240b,51011534352,310-410,AT&T,2025-01-30 11:52:00,Voice,436.0,SEC,0.15,MSC-JKT-3,TAP3_ID_20250130_310410,+0700,65.39999999999999
e39cc645-77a2-44c4-b174-9787f4f4ab91,51011203088,204-04,Vodafone,2025-01-06 08:54:00,Voice,592.0,SEC,0.15,MSC-JKT-2,TAP3_ID_20250106_20404,+0700,88.8
9d7f5633-c447-42d0-aa01-f49cf426e125,51011887738,525-01,Singtel,2025-01-30 20:33:00,Data,186.69258124993317,MB,0.05,MSC-JKT-2,TAP3_ID_20250130_52501,+0700,9.334629062496658
b065d4cf-f24f-49ea-83e2-b3d677e0eb76,51011203565,454-00,CSL,2025-01-01 17:26:00,Data,47.61061630174455,MB,0.05,MSC-JKT-4,TAP3_ID_20250101_45400,+0700,2.3805308150872277
781c645d-9853-44ec-8951-7b2953208d5f,51011304222,204-04,Vodafone,2025-01-14 13:07:00,Voice,531.0,SEC,0.15,MSC-JKT-4,TAP3_ID_20250114_20404,+0700,79.64999999999999
45da267a-26ab-4b8c-883f-9ed3a8b99313,51011542762,204-04,Vodafone,2025-01-09 20:50:00,Voice,26.0,SEC,0.15,MSC-JKT-1,TAP3_ID_20250109_20404,+0700,3.9
27cec15c-5e82-487a-afe0-9488445f03e4,51011716737,310-410,AT&T,2025-01-02 09:01:00,Data,103.8088548197912,MB,0.05,MSC-JKT-4,TAP3_ID_20250102_310410,+0700,5.19044274098956
1158f956-76ba-4c80-8bae-ce518749fcbf,51011307547,454-00,CSL,2025-01-12 15:50:00,Data,142.86528112904873,MB,0.05,MSC-JKT-3,TAP3_ID_20250112_45400,+0700,7.143264056452437
e0ab930b-4106-44f4-b34a-a39f35c5481b,51011265369,525-01,Singtel,2025-01-08 15:19:00,SMS,1.0,MSG,0.05,MSC-JKT-1,TAP3_ID_20250108_52501,+0700,0.05
818bd632-6b94-4287-9f74-c0183945a3c6,51011192876,204-04,Vodafone,2025-01-13 12:41:00,Data,313.70173465182995,MB,0.05,MSC-JKT-1,TAP3_ID_20250113_20404,+0700,15.685086732591499
83acbe57-aecb-412b-9bbf-0dfecaa2e45d,51011850782,310-410,AT&T,2025-01-27 01:32:00,Data,35.277017142224054,MB,0.05,MSC-JKT-4,TAP3_ID_20250127_310410,+0700,1.7638508571112028
ec8523ec-97a5-4196-b2a1-5e080586b256,51011914660,525-01,Singtel,2025-01-12 13:56:00,Data,489.7774651068403,MB,0.05,MSC-JKT-3,TAP3_ID_20250112_52501,+0700,24.488873255342014
66c5435f-f157-4e11-aaa6-da2744818098,51011322071,310-410,AT&T,2025-01-13 12:46:00,Data,263.95327293698085,MB,0.05,MSC-JKT-4,TAP3_ID_20250113_310410,+0700,13.197663646849044
da525494-f5ff-43a2-ad8d-67d537357f55,51011392107,502-12,Maxis,2025-01-25 07:07:00,SMS,1.0,MSG,0.05,MSC-JKT-1,TAP3_ID_20250125_50212,+0700,0.05
5d007a1a-5f0a-4170-9ddd-d068cf813c43,51011768646,204-04,Vodafone,2025-01-22 10:17:00,Voice,175.0,SEC,0.15,MSC-JKT-4,TAP3_ID_20250122_20404,+0700,26.25
b4b2b858-9b79-4308-9d7d-d81278e68494,51011155810,525-01,Singtel,2025-01-25 19:57:00,Data,78.67551755702591,MB,0.05,MSC-JKT-4,TAP3_ID_20250125_52501,+0700,3.933775877851296
65b8cf3e-aa26-4147-a9e5-0c65f36b8256,51011544854,525-01,Singtel,2025-01-20 10:58:00,Data,152.11690852204478,MB,0.05,MSC-JKT-3,TAP3_ID_20250120_52501,+0700,7.605845426102239
aebf9e3a-c9fe-459f-9f4c-f538b6109d8a,51011628936,525-01,Singtel,2025-01-11 21:40:00,Data,43.63767412120617,MB,0.05,MSC-JKT-1,TAP3_ID_20250111_52501,+0700,2.1818837060603085
baa685a0-c509-46bd-85fe-6413465d8f61,51011878559,204-04,Vodafone,2025-01-14 12:00:00,Data,179.31796483454735,MB,0.05,MSC-JKT-4,TAP3_ID_20250114_20404,+0700,8.965898241727368
96a8cd35-5d55-4576-b24f-9e1cc4fbca29,51011524452,502-12,Maxis,2025-01-17 07:25:00,SMS,1.0,MSG,0.05,MSC-JKT-1,TAP3_ID_20250117_50212,+0700,0.05
304f1c5d-d28e-4b7f-9908-dc199db6166a,51011996030,525-01,Singtel,2025-01-28 15:34:00,Voice,187.0,SEC,0.15,MSC-JKT-4,TAP3_ID_20250128_52501,+0700,28.05
9c66cd53-8c71-4e2b-bcab-eee2b5651774,51011808636,310-410,AT&T,2025-01-13 18:35:00,Data,275.1770225198031,MB,0.05,MSC-JKT-1,TAP3_ID_20250113_310410,+0700,13.758851125990155
